Station,Location,State,Temperature,DO,pH,Conductivity,BOD,Nitrate,Fecal_Coliform,Total_Coliform,Year,BOD_DO_Ratio,Temp_DO_Interaction,Pollution_Index,Risk_Score,Risk_Level
2618,RIVER PABBAR AT U/S ROHRU,HIMACHAL PRADESH,6.0,7.4,7.5,232.0,1.0,0.33,11.0,90.0,2022,0.1349527665317139,44.400000000000006,0.9814999999999999,3.48,Safe
4039,RIVER    PABBAR    U/S HATKOTI,HIMACHAL PRADESH,8.0,7.0,7.6,232.0,1.0,0.34,11.0,90.0,2022,0.14265335235378032,56.0,0.9834999999999999,3.49,Safe
4479,"ASHWANI   KHAD   U/S OF                  SADHUPUL
VILLAGE          (NEARBY 800   METERS   U/S   OF THE BRIDGE)",HIMACHAL PRADESH,9.0,5.5,6.74,232.0,1.0,1.36,11.0,90.0,2022,0.18148820326678766,49.5,1.1875,4.46,Safe
4441,RIVER        GIRI        U/S PROPOSED SITE OF SRI RENUKAJI DAM SITE.,HIMACHAL PRADESH,17.0,7.4,7.77,232.0,1.0,0.32,11.0,90.0,2022,0.1349527665317139,125.80000000000001,0.9794999999999999,3.47,Safe
4442,"RIVER        GIRI        D/S PROPOSED SITE OF SRI RENUKAJI   DAM   SITE NEAR      BRIDGE      AT
DADAHU- RENUKAJI",HIMACHAL PRADESH,17.0,7.3,7.71,232.0,1.0,0.32,11.0,90.0,2022,0.13679890560875513,124.1,0.9794999999999999,3.47,Safe
4429,"ASHWANI              KHAD AFTER     CONFLUENCE
OF LIFT NALLAH NEAR DOGRHA BRIDGE",HIMACHAL PRADESH,6.1,5.9,7.45,232.0,1.0,1.51,11.0,90.0,2022,0.1692047377326565,35.99,1.2175,4.6,Safe
4461,"ASHWANI   KHAD   D/S OF                       VILLAGE
SADHUPIL,         TEHSIL
KANDAGHAT, DISTRICT SOLAN.",HIMACHAL PRADESH,9.0,5.6,7.04,232.0,1.0,1.6,11.0,90.0,2022,0.17825311942959005,50.4,1.2355,4.68,Safe
2620,"ASHWANI   KHAD   U/S OF YASHWANT NAGAR BEFORE   CONF.   WITH RIVER         GIRI         AT
YASHWANT NAGAR",HIMACHAL PRADESH,8.0,5.6,7.38,232.0,1.0,1.0,11.0,90.0,2022,0.17825311942959005,44.8,1.1155,4.13,Safe
4023,MANJHI     KHAD     U/S DHARAMSHALA        OF KHANIYARA,HIMACHAL PRADESH,8.0,7.1,6.92,232.0,1.0,0.4,11.0,90.0,2022,0.1406469760900141,56.8,0.9954999999999999,3.55,Safe
4024,MANJHI     KHAD     D/S DHARAMSHALA        AT CHETRU,HIMACHAL PRADESH,12.0,7.0,6.98,232.0,1.0,0.4,11.0,90.0,2022,0.14265335235378032,84.0,0.9954999999999999,3.55,Safe
4025,MOL        KHAD        U/S PALAMPUR,HIMACHAL PRADESH,10.0,7.4,7.25,232.0,1.0,0.4,11.0,90.0,2022,0.1349527665317139,74.0,0.9954999999999999,3.55,Safe
4026,MOL        KHAD        D/S PALAMPUR,HIMACHAL PRADESH,9.0,7.1,7.26,232.0,1.0,0.4,11.0,90.0,2022,0.1406469760900141,63.9,0.9954999999999999,3.55,Safe
4457,BANER      KHAD      U/S CHAMUNDA TEMPLE,HIMACHAL PRADESH,10.0,7.6,7.04,232.0,1.0,0.4,11.0,90.0,2022,0.1314060446780552,76.0,0.9954999999999999,3.55,Safe
4458,BANER     KHAD     D/S CHAMUNDA TEMPLE,HIMACHAL PRADESH,10.0,7.3,7.11,232.0,1.0,0.4,11.0,90.0,2022,0.13679890560875513,73.0,0.9954999999999999,3.55,Safe
4460,CHARAN   KHAND   U/S BHAGSUNAG,HIMACHAL PRADESH,8.0,8.9,6.92,232.0,1.0,0.4,11.0,90.0,2022,0.1122334455667789,71.2,0.9954999999999999,3.55,Safe
4428,ASHWINI KHAD U/S OF WEIR   SITE   OF   WTP NEAR              ASHWANI BRIDGE,HIMACHAL PRADESH,5.0,5.9,7.48,232.0,1.0,0.98,11.0,90.0,2022,0.1692047377326565,29.5,1.1115,4.11,Safe
4424,"RAW      WATER      FOR LWSS OF NAUTI KHAD AT                        GUMMA
(BASANTPUR)",HIMACHAL PRADESH,6.0,6.9,7.68,232.0,1.0,0.32,11.0,90.0,2022,0.1447178002894356,41.400000000000006,0.9794999999999999,3.47,Safe
4432,DHAULI      KHAD      AT CHARAN GANGA MEDI,HIMACHAL PRADESH,20.0,6.2,7.27,232.0,1.0,0.34,11.0,90.0,2022,0.1610305958132045,124.0,0.9834999999999999,3.49,Safe
4431,"SHIKARI                 KHAD BEFORE  CONFLUENCE TO     RIVER     PABBAR NEAR    HRTC    ROHRU
BUS STAND",HIMACHAL PRADESH,7.0,6.0,7.42,232.0,1.0,0.32,11.0,90.0,2022,0.1663893510815308,42.0,0.9794999999999999,3.47,Safe
2626,"RIVER    BATTA        U/S PAONTA                       AT
KISHANPURA",HIMACHAL PRADESH,17.0,7.4,7.53,232.0,1.0,0.32,11.0,90.0,2022,0.1349527665317139,125.80000000000001,0.9794999999999999,3.47,Safe
2627,RIVER BATTA BEFORE CONFLUENCE            TO YAMUNA,HIMACHAL PRADESH,18.0,7.5,7.68,232.0,1.0,0.32,11.0,90.0,2022,0.13315579227696406,135.0,0.9794999999999999,3.47,Safe
2913,"RIVER       KALI       BEIN FALLING   INTO   BEAS,
PUNJAB",PUNJAB,14.1,4.0,7.3,232.0,1.0,0.9,11.0,90.0,2022,0.24937655860349128,56.4,1.0955,4.03,Safe
1090,RIVER SAINJ D/S LARJI,HIMACHAL PRADESH,5.0,7.2,7.2,232.0,1.0,0.32,11.0,90.0,2022,0.13869625520110956,36.0,0.9794999999999999,3.47,Safe
1871,"RIVER  MARKANDA  AT
SHAMBUWALA, DISTT. SIRMOUR",HIMACHAL PRADESH,18.0,6.6,7.63,232.0,1.0,0.32,11.0,90.0,2022,0.15128593040847202,118.8,0.9794999999999999,3.47,Safe
2624,RIVER         MARKANDA U/S KALA AMB,HIMACHAL PRADESH,18.0,6.3,7.52,232.0,1.0,0.32,11.0,90.0,2022,0.1584786053882726,113.39999999999999,0.9794999999999999,3.47,Safe
2625,"RIVER         MARKANDA D/S        KALA        AMB/ BOUNDARY                 OF
HARYANA",HIMACHAL PRADESH,19.0,6.1,7.55,232.0,1.0,0.32,11.0,90.0,2022,0.16366612111292964,115.89999999999999,0.9794999999999999,3.47,Safe
3862,"RIVER         MARKANDA AFTER     CONFLUENCE WITH    SALANI    KHAD AT   MOGINAND   KALA
AMB",HIMACHAL PRADESH,17.0,6.2,7.36,232.0,1.0,0.32,11.0,90.0,2022,0.1610305958132045,105.4,0.9794999999999999,3.47,Safe
3864,"RIVER         MARKANDA AFTER     CONFLUENCE OF   RAMPUR   JATTAN
MOGINAND NALA",HIMACHAL PRADESH,19.0,6.2,7.38,232.0,1.0,0.32,11.0,90.0,2022,0.1610305958132045,117.8,0.9794999999999999,3.47,Safe
4433,RIVER   SWAN   D/S   OF UNA       AT       RAMPUR BRIDGE,HIMACHAL PRADESH,22.0,6.3,7.36,232.0,1.0,0.56,11.0,90.0,2022,0.1584786053882726,138.6,1.0274999999999999,3.71,Safe
4469,"GAJ         KHAD     NEAR WATER               SUPPLY SCHEME DHARAMSHALA
CANTT.",HIMACHAL PRADESH,8.0,9.0,7.1,232.0,1.0,0.4,11.0,90.0,2022,0.11098779134295228,72.0,0.9954999999999999,3.55,Safe
4470,"BATHER                KHAD
WATER               SUPPLY SCHEME AT  DAL LAKE",HIMACHAL PRADESH,7.0,9.0,6.98,232.0,1.0,0.4,11.0,90.0,2022,0.11098779134295228,63.0,0.9954999999999999,3.55,Safe
4471,"NEUGAL  KHAD  NEAR WATER               SUPPLY SCHEME   AT  BANDLA,
PALAMPUR",HIMACHAL PRADESH,8.0,8.9,6.96,232.0,1.0,0.4,11.0,90.0,2022,0.1122334455667789,71.2,0.9954999999999999,3.55,Safe
4486,"RIVER       BALD       D/S LANDFILLSITE           AT
BADDI",HIMACHAL PRADESH,12.0,3.0,7.33,232.0,1.0,0.47,11.0,90.0,2022,0.33222591362126247,36.0,1.0095,3.62,Safe
4488,RIVER RATTA BEFORE CONF. TO RIVER SIRSA,HIMACHAL PRADESH,10.0,4.0,7.03,232.0,1.0,0.73,11.0,90.0,2022,0.24937655860349128,40.0,1.0614999999999999,3.87,Safe
5248,"RIVER UHL D/S OF IIT, MANDI",HIMACHAL PRADESH,16.0,7.2,7.31,232.0,1.0,0.32,11.0,90.0,2022,0.13869625520110956,115.2,0.9794999999999999,3.47,Safe
5251,SUKETI      KHAD      D/S SWM SITE AT SUNDER NAGAR,HIMACHAL PRADESH,9.0,2.0,6.98,232.0,1.0,0.32,11.0,90.0,2022,0.49751243781094534,18.0,0.9794999999999999,3.47,Safe
5252,SEER        KHAD        U/S INTAKE POINT OF WSS GHUMARWIN TOWN,HIMACHAL PRADESH,13.0,8.3,7.93,232.0,1.0,0.32,11.0,90.0,2022,0.12033694344163658,107.9,0.9794999999999999,3.47,Safe
5254,RIVER    BHAGGA    U/S BEFORE  CONFLUENCE TO RIVER CHENAB,HIMACHAL PRADESH,2.0,8.6,7.5,232.0,1.0,0.32,11.0,90.0,2022,0.11614401858304298,17.2,0.9794999999999999,3.47,Safe
5255,RIVER   CHANDRA   U/S BEFORE  CONFLUENCE TO RIVER CHENAB,HIMACHAL PRADESH,2.0,8.4,7.45,232.0,1.0,0.32,11.0,90.0,2022,0.11890606420927467,16.8,0.9794999999999999,3.47,Safe
5256,RIVER CHENAB D/S AT TANDI (L & S),HIMACHAL PRADESH,3.0,8.7,7.56,232.0,1.0,0.32,11.0,90.0,2022,0.11481056257175662,26.099999999999998,0.9794999999999999,3.47,Safe
5292,"RIVER GIRI AT NIHARI, KOTKHAL",HIMACHAL PRADESH,9.0,8.0,7.6,232.0,1.0,0.33,11.0,90.0,2022,0.12484394506866417,72.0,0.9814999999999999,3.48,Safe
30013,RIVER   KOSHALYA   AT U/S PARWANOO,HIMACHAL PRADESH,15.0,8.0,7.8,232.0,1.0,0.32,11.0,90.0,2022,0.12484394506866417,120.0,0.9794999999999999,3.47,Safe
3997,"RIVER   GANGA   U/S       AT
ABINDUGHAT, DUDHIYABAD, HARIDWAR",UTTARAKHAND,15.5,7.8,7.1,232.0,1.0,0.32,11.0,90.0,2022,0.12804097311139565,120.89999999999999,0.9794999999999999,3.47,Safe
10148,RIVER  GANGA  AT  HAR-KI-PAURI GHAT,UTTARAKHAND,14.3,7.8,7.1,232.0,1.0,0.32,11.0,90.0,2022,0.12804097311139565,111.54,0.9794999999999999,3.47,Safe
1061,"RIVER   GANGA       D/S   AT BALKUMARI           MANDIR, AJEETPUR, HARIDWAR",UTTARAKHAND,16.0,7.4,7.2,232.0,1.0,0.32,11.0,90.0,2022,0.1349527665317139,118.4,0.9794999999999999,3.47,Safe
2727,"UPPER GANGA CANAL D/S AT ROORKEE, HARIDWAR",UTTARAKHAND,14.0,6.2,7.1,232.0,1.0,0.32,11.0,90.0,2022,0.1610305958132045,86.8,0.9794999999999999,3.47,Safe
30005,RIVER          GANGA          AT SULTANPUR (UTTARAKHAND),UTTARAKHAND,20.4,6.9,7.43,232.0,1.0,0.32,11.0,90.0,2022,0.1447178002894356,140.76,0.9794999999999999,3.47,Safe
30006,RIVER  GANGA  AT  BIJNOR (U.P.),UTTAR PRADESH,18.0,7.2,7.8,232.0,1.0,0.32,11.0,90.0,2022,0.13869625520110956,129.6,0.9794999999999999,3.47,Safe
10150,"RIVER GANGA AT MADHYA GANGA BARRAGE, BIJNOR",UTTAR PRADESH,21.0,8.6,7.55,232.0,1.0,0.4,11.0,90.0,2022,0.11614401858304298,180.6,0.9954999999999999,3.55,Safe
10149,"RIVER GANGA AT  U/S  BRIJ GHAT
,GHARMUKTESHWAR",UTTAR PRADESH,13.0,8.3,7.0,232.0,1.0,0.4,11.0,90.0,2022,0.12033694344163658,107.9,0.9954999999999999,3.55,Safe
1062,"RIVER    GANGA    AT    D/S GARHMUKTESHWAR, U.P",UTTAR PRADESH,13.0,8.0,7.1,232.0,1.0,0.4,11.0,90.0,2022,0.12484394506866417,104.0,0.9954999999999999,3.55,Safe
2488,"RIVER         GANGA         U/S, ANOOPSHAHAR",UTTAR PRADESH,16.0,7.1,7.08,232.0,1.0,0.4,11.0,90.0,2022,0.1406469760900141,113.6,0.9954999999999999,3.55,Safe
2489,"RIVER         GANGA         D/S, ANOOPSHAHAR",UTTAR PRADESH,16.0,7.1,7.11,232.0,1.0,0.4,11.0,90.0,2022,0.1406469760900141,113.6,0.9954999999999999,3.55,Safe
1145,"RIVER GANGA AT NARORA
(BULANDSAHAR), U.P.","UTTAR
PRADESH",17.0,6.8,7.09,232.0,1.0,0.4,11.0,90.0,2022,0.14684287812041116,115.6,0.9954999999999999,3.55,Safe
2490,"RIVER          GANGA          AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,17.0,8.1,7.2,232.0,1.0,0.79,11.0,90.0,2022,0.12330456226880396,137.7,1.0735,3.93,Safe
10151,"RIVER          GANGA          AT
GHATIYAGHAT FARRUKABAD",UTTAR PRADESH,16.0,6.9,7.84,232.0,1.0,0.4,11.0,90.0,2022,0.1447178002894356,110.4,0.9954999999999999,3.55,Safe
1063,"RIVER          GANGA          AT KANNAUJ       U/S       (NEAR MEHNDIGHAT       BRIDGE),
U.P",UTTAR PRADESH,16.0,6.9,8.0,232.0,1.0,0.4,11.0,90.0,2022,0.1447178002894356,110.4,0.9954999999999999,3.55,Safe
1066,"RIVER          GANGA          AT DURJANPUR,         KANNAUJ D/S, U.P",UTTAR PRADESH,16.0,6.8,8.1,232.0,1.0,0.4,11.0,90.0,2022,0.14684287812041116,108.8,0.9954999999999999,3.55,Safe
1146,"RIVER          GANGA          AT BITHOOR (KANPUR), U.P.",UTTAR PRADESH,16.0,6.3,7.98,232.0,1.0,0.4,11.0,90.0,2022,0.1584786053882726,100.8,0.9954999999999999,3.55,Safe
1067,"RIVER GANGA AT KANPUR U/S    (SHUKLAGANJ    U/S), U.P",UTTAR PRADESH,15.0,6.4,7.83,232.0,1.0,0.4,11.0,90.0,2022,0.15600624024961,96.0,0.9954999999999999,3.55,Safe
10154,"RIVER          GANGA          AT
BATHING                       GHAT (BHARAOGHAT)",UTTAR PRADESH,15.0,6.6,7.83,232.0,1.0,0.4,11.0,90.0,2022,0.15128593040847202,99.0,0.9954999999999999,3.55,Safe
10155,RIVER    GANGA    AT    D/S (SHUKLAGANJ),UTTAR PRADESH,16.0,6.1,8.13,232.0,1.0,0.4,11.0,90.0,2022,0.16366612111292964,97.6,0.9954999999999999,3.55,Safe
1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",UTTAR PRADESH,15.0,6.2,7.9,232.0,1.0,0.4,11.0,90.0,2022,0.1610305958132045,93.0,0.9954999999999999,3.55,Safe
10157,"RIVER          GANGA          AT
BATHING   GHAT   (JAJMAU BRIDGE)",UTTAR PRADESH,16.0,6.4,7.89,232.0,1.0,0.4,11.0,90.0,2022,0.15600624024961,102.4,0.9954999999999999,3.55,Safe
1147,"RIVER GANGA AT DALMAU (RAI BAREILLY), U.P.",UTTAR PRADESH,20.0,6.8,7.66,232.0,1.0,0.76,11.0,90.0,2022,0.14684287812041116,136.0,1.0675,3.9,Safe
2498,"RIVER   GANGA   AT   KALA KANKAR, RAEBARELI",UTTAR PRADESH,20.0,7.0,7.77,232.0,1.0,0.74,11.0,90.0,2022,0.14265335235378032,140.0,1.0635,3.88,Safe
1046,"RIVER          GANGA          AT
PRAYAGRAJ (RASOOLABAD), U.P.",UTTAR PRADESH,18.9,6.1,7.39,232.0,1.0,0.56,11.0,90.0,2022,0.16366612111292964,115.28999999999998,1.0274999999999999,3.71,Safe
2487,"RIVER          GANGA          AT
KADAGHAT, KAUSHAMABI","UTTAR
PRADESH",19.0,6.2,7.19,232.0,1.0,0.61,11.0,90.0,2022,0.1610305958132045,117.8,1.0374999999999999,3.76,Safe
1049,"RIVER          GANGA          AT PRAYAGRAJ                      D/S (SANGAM), U.P.",UTTAR PRADESH,18.9,6.0,7.43,232.0,1.0,0.6,11.0,90.0,2022,0.1663893510815308,113.39999999999999,1.0354999999999999,3.75,Safe
10158,"RIVER  GANGA A/C  TAMSA RIVER, SIRSA, SON BARSA",UTTAR PRADESH,19.0,6.0,7.59,232.0,1.0,0.6,11.0,90.0,2022,0.1663893510815308,114.0,1.0354999999999999,3.75,Safe
2485,"RIVER         GANGA         U/S, VINDHYACHAL, MIRZAPUR",UTTAR PRADESH,19.0,7.0,7.7,232.0,1.0,0.74,11.0,90.0,2022,0.14265335235378032,133.0,1.0635,3.88,Safe
2486,"RIVER         GANGA         D/S, MIRZAPUR",UTTAR PRADESH,19.0,6.4,6.6,232.0,1.0,0.88,11.0,90.0,2022,0.15600624024961,121.60000000000001,1.0915,4.02,Safe
10153,RIVER GANGA AT CHUNAR,UTTAR PRADESH,19.5,6.7,6.4,232.0,1.0,0.84,11.0,90.0,2022,0.14903129657228018,130.65,1.0835,3.98,Safe
1070,"RIVER          GANGA          AT VARANASI       U/S       NEAR VISHWASUNDARI   BRIDGE B/C      DRAINS(      NAGWA NALA,        SAMNE        GHAT
NALA,NAKHHI NALA)",UTTAR PRADESH,18.5,7.1,7.74,232.0,1.0,0.84,11.0,90.0,2022,0.1406469760900141,131.35,1.0835,3.98,Safe
1071,"RIVER          GANGA          AT
VARANASI D/S , A/C RIVER VARUNA , U.P",UTTAR PRADESH,18.5,6.5,7.59,232.0,1.0,0.96,11.0,90.0,2022,0.15360983102918588,120.25,1.1075,4.09,Safe
10152,"RIVER  GANGA  A/C  GOMTI RIVER, BHUSAULA",UTTAR PRADESH,19.0,7.0,7.68,232.0,1.0,0.92,11.0,90.0,2022,0.14265335235378032,133.0,1.0995,4.05,Safe
10156,"RIVER          GANGA          AT
BATHING     GHAT     (GOLA GHAT)",UTTAR PRADESH,16.0,4.1,7.47,232.0,1.0,0.4,11.0,90.0,2022,0.24330900243309006,65.6,0.9954999999999999,3.55,Safe
1073,"RIVER          GANGA          AT TARIGHAT      (GHAZIPUR), U.P",UTTAR PRADESH,19.0,6.4,7.58,232.0,1.0,1.12,11.0,90.0,2022,0.15600624024961,121.60000000000001,1.1395,4.24,Safe
30075,"RIVER   GANGA   AT   ROAD BRIDGE      TARIGHAT,DIST GHAZIPUR (U.P.)",UTTAR PRADESH,21.3,6.8,6.98,232.0,1.0,0.32,11.0,90.0,2022,0.14684287812041116,144.84,0.9794999999999999,3.47,Safe
1074,"RIVER  GANGA  CHUSA  AT
BUXAR",BIHAR,14.0,6.0,7.1,232.0,1.0,0.4,11.0,90.0,2022,0.1663893510815308,84.0,0.9954999999999999,3.55,Safe
10113,"RIVER GANGA AT U/S JAIL GHAT, BUXAR",BIHAR,14.0,5.4,7.1,232.0,1.0,0.4,11.0,90.0,2022,0.18484288354898337,75.60000000000001,0.9954999999999999,3.55,Safe
2551,"RIVER  GANGA  AT  BUXAR, RAMREKHAGHAT",BIHAR,14.0,5.2,7.01,232.0,1.0,0.4,11.0,90.0,2022,0.19193857965451055,72.8,0.9954999999999999,3.55,Safe
3113,"RIVER    GANGA    AT    D/S BUXAR        NEAR         VEER KUNWAR     SINGH     ROAD
BRIDGE",BIHAR,15.0,5.8,6.98,232.0,1.0,0.4,11.0,90.0,2022,0.17211703958691912,87.0,0.9954999999999999,3.55,Safe
10131,"RIVER GANGA D/S OF M/S NTPC,       BARH       WATER INTAKE POINT,PATHANICHAK,
BINDTOLA BARH",BIHAR,10.0,5.0,7.02,232.0,1.0,0.4,11.0,90.0,2022,0.1996007984031936,50.0,0.9954999999999999,3.55,Safe
30076,RIVER          GANGA          AT MANJHIGHAT                DIST. CHHAPRA(BIHAR),BIHAR,21.0,6.7,7.5,232.0,1.0,0.32,11.0,90.0,2022,0.14903129657228018,140.70000000000002,0.9794999999999999,3.47,Safe
10162,"RIVER    GANGA    AT    ARA-CHAPRA     ROAD     BRIDGE
(KOIILWAR         BARHARA-CHAPRA ROAD)",BIHAR,15.0,6.6,6.96,232.0,1.0,0.4,11.0,90.0,2022,0.15128593040847202,99.0,0.9954999999999999,3.55,Safe
2564,"RIVER    GANGA    AT    THE BALUGHAT,         DORIGANJ,
SARAN",BIHAR,15.0,5.8,7.08,232.0,1.0,0.4,11.0,90.0,2022,0.17211703958691912,87.0,0.9954999999999999,3.55,Safe
10114,"RIVER    GANGA    AT    MAA AMBIKA    ASTHAN,    AAMI, SARAN",BIHAR,15.0,5.9,6.99,232.0,1.0,0.4,11.0,90.0,2022,0.1692047377326565,88.5,0.9954999999999999,3.55,Safe
3114,"RIVER        GANGA        NEAR DANAPUR     (NEAR     PIPA PUL) ,PATNA",BIHAR,13.0,5.4,6.97,232.0,1.0,0.4,11.0,90.0,2022,0.18484288354898337,70.2,0.9954999999999999,3.55,Safe
1077,"RIVER  GANGA  AT  DIGHA, NEAR J P SETU, PATNA U/S",BIHAR,13.0,5.7,7.14,232.0,1.0,0.4,11.0,90.0,2022,0.17513134851138354,74.10000000000001,0.9954999999999999,3.55,Safe
2552,"RIVER          GANGA          AT GANDHIGHAT, NIT  PATNA",BIHAR,14.0,5.6,6.98,232.0,1.0,0.4,11.0,90.0,2022,0.17825311942959005,78.39999999999999,0.9954999999999999,3.55,Safe
10115,"RIVER  GANGA  AT  GULABI GHAT, PATNA",BIHAR,14.0,5.5,7.08,232.0,1.0,0.4,11.0,90.0,2022,0.18148820326678766,77.0,0.9954999999999999,3.55,Safe
1079,"RIVER  GANGA  AT  PATNA D/S      (GANGA      BRIDGE), GAIGHAT, PATNA",BIHAR,14.0,5.2,7.12,232.0,1.0,0.4,11.0,90.0,2022,0.19193857965451055,72.8,0.9954999999999999,3.55,Safe
3122,"RIVER          GANGA          AT MALSALAMI,  PATNA  CITY, PATNA",BIHAR,15.0,5.6,7.16,232.0,1.0,0.4,11.0,90.0,2022,0.17825311942959005,84.0,0.9954999999999999,3.55,Safe
4297,RIVER          GANGA          AT KACHCHI-DARGAH-,BIHAR,15.0,5.7,7.33,232.0,1.0,0.4,11.0,90.0,2022,0.17513134851138354,85.5,0.9954999999999999,3.55,Safe
10122,"RIVER GANGA AT TRIVENI GHAT, PATNA",BIHAR,14.0,6.0,7.14,232.0,1.0,0.4,11.0,90.0,2022,0.1663893510815308,84.0,0.9954999999999999,3.55,Safe
4301,"RIVER          GANGA          AT BAKHTIYARPUR-TAJPUR BRIDGE        ON        GANGA,
ATHMALGOLA, PATNA",BIHAR,9.0,5.4,7.12,232.0,1.0,0.4,11.0,90.0,2022,0.18484288354898337,48.6,0.9954999999999999,3.55,Safe
2553,"RIVER GANGA AT KEWALA GHAT,FATUHA, PATNA",BIHAR,14.0,5.8,7.26,232.0,1.0,0.4,11.0,90.0,2022,0.17211703958691912,81.2,0.9954999999999999,3.55,Safe
3115,"RIVER    GANGA    AT    UMA NATH MANDIR,BARH",BIHAR,9.0,5.6,7.21,232.0,1.0,0.4,11.0,90.0,2022,0.17825311942959005,50.4,0.9954999999999999,3.55,Safe
10130,"RIVER GANGA U/S OF M/S
NTPC,       BARH       WATER INTAKE POINT, BARH",BIHAR,9.0,5.5,7.3,232.0,1.0,0.4,11.0,90.0,2022,0.18148820326678766,49.5,0.9954999999999999,3.55,Safe
1817,"RIVER          GANGA          AT MOKAMA                      (U/S),
MAHADEO              ASTHAN,
PATNA",BIHAR,10.0,5.4,7.29,232.0,1.0,0.4,11.0,90.0,2022,0.18484288354898337,54.0,0.9954999999999999,3.55,Safe
1815,"RIVER          GANGA          AT MOKAMA      (D/S),     NEAR RAJENDRA        BRIDGE        , SIMIRIYA GHAT",BIHAR,10.0,5.0,7.21,232.0,1.0,0.4,11.0,90.0,2022,0.1996007984031936,50.0,0.9954999999999999,3.55,Safe
3123,"RIVER          GANGA          AT BARAHIYA,    NEPALITOLA, MARANCHI, HATHIDAH AT
MOKAMA, PATNA",BIHAR,9.0,5.1,7.25,232.0,1.0,0.4,11.0,90.0,2022,0.19569471624266147,45.9,0.9954999999999999,3.55,Safe
3116,"RIVER    GANGA    AT     U/S
MUNGER     KASHATHARNI GHAT",BIHAR,10.0,5.6,7.1,232.0,1.0,0.4,11.0,90.0,2022,0.17825311942959005,56.0,0.9954999999999999,3.55,Safe
1818,"RIVER GANGA AT MUNGER D/S,             CREAMINATION GHAT",BIHAR,9.0,5.5,7.03,232.0,1.0,0.4,11.0,90.0,2022,0.18148820326678766,49.5,0.9954999999999999,3.55,Safe
3117,"RIVER    GANGA    AT     U/S AJGABINATH          MANDIR SULTANGANJ, BHAGALPUR",BIHAR,9.0,5.6,7.2,232.0,1.0,0.4,11.0,90.0,2022,0.17825311942959005,50.4,0.9954999999999999,3.55,Safe
4398,"RIVER  GANGA  AT  WATER INTAKE                        POINT,
BHAGALPUR",BIHAR,10.0,5.5,7.1,232.0,1.0,0.4,11.0,90.0,2022,0.18148820326678766,55.0,0.9954999999999999,3.55,Safe
2554,"RIVER         GANGA         D/S CREMINATION   GHAT   AT SULTANGANJ, BHAGALPUR",BIHAR,9.0,5.5,7.15,232.0,1.0,0.4,11.0,90.0,2022,0.18148820326678766,49.5,0.9954999999999999,3.55,Safe
10138,"RIVER          GANGA          AT CHAMPANAGAR, RASIDPUR,  BHAGALPUR",BIHAR,9.0,5.7,7.0,232.0,1.0,0.4,11.0,90.0,2022,0.17513134851138354,51.300000000000004,0.9954999999999999,3.55,Safe
1819,"RIVER          GANGA          AT BHAGALPUR,  OPP.  KUPPA GHAT",BIHAR,9.0,5.6,7.1,232.0,1.0,0.4,11.0,90.0,2022,0.17825311942959005,50.4,0.9954999999999999,3.55,Safe
3118,"RIVER    GANGA    AT    D/S
BHAGALPUR                 NEAR BARARIGHAT",BIHAR,15.0,5.3,7.1,232.0,1.0,0.4,11.0,90.0,2022,0.18832391713747648,79.5,0.9954999999999999,3.55,Safe
1816,"RIVER   GANGA,   JHAJGHAT AT KAHALGAON",BIHAR,10.0,5.6,7.0,232.0,1.0,0.4,11.0,90.0,2022,0.17825311942959005,56.0,0.9954999999999999,3.55,Safe
10143,"RIVER   GANGA   D/S   NEAR CREMATION                GHAT, KHALGOAN",BIHAR,10.0,5.2,7.2,232.0,1.0,0.4,11.0,90.0,2022,0.19193857965451055,52.0,0.9954999999999999,3.55,Safe
10144,RIVER   GANGA   U/S   NEAR LCT GHAT,JHARKHAND,15.0,1.2,7.4,232.0,1.0,0.4,11.0,90.0,2022,0.8264462809917356,18.0,0.9954999999999999,3.55,Safe
10145,RIVER   GANGA   D/S   NEAR JANTA GHAT,JHARKHAND,15.0,6.7,7.4,232.0,1.0,0.4,11.0,90.0,2022,0.14903129657228018,100.5,0.9954999999999999,3.55,Safe
10146,RIVER   GANGA   AT   SANGI DALAN,JHARKHAND,14.0,6.6,7.4,232.0,1.0,0.4,11.0,90.0,2022,0.15128593040847202,92.39999999999999,0.9954999999999999,3.55,Safe
1059,"RIVER          GANGA          AT RAJMAHAL, BIHAR",JHARKHAND,15.0,6.6,7.5,232.0,1.0,0.4,11.0,90.0,2022,0.15128593040847202,99.0,0.9954999999999999,3.55,Safe
1080,"RIVER          GANGA          AT BAHARAMPORE, MURSHIDABAD,          WEST BENGAL",WEST BENGAL,16.0,5.7,7.82,232.0,1.0,0.32,11.0,90.0,2022,0.17513134851138354,91.2,0.9794999999999999,3.47,Safe
10159,"RIVER          GANGA          AT
BEHRAMPORE(KHAGRA), MURSHIDABAD",WEST BENGAL,16.0,6.0,7.78,232.0,1.0,0.32,11.0,90.0,2022,0.1663893510815308,96.0,0.9794999999999999,3.47,Safe
